Label	Weight	Text
q_HRFAQ	1	How do I change my 401(k) contribution or deferral amount, and how often can I adjust my deferrals
q_HRFAQ	1	When will my job title change
q_HRFAQ	1	which day is cut off in Sep, 2019
q_HRFAQ	1	Im full
q_HRFAQ	1	Now lets discuss your 401k
q_HRFAQ	1	Our school has a link on its website for apartments
q_HRFAQ	1	Who established a Viking colony in Greenland about 985
q_HRFAQ	1	What is STARs
q_HRFAQ	1	Ill make the call and contact you when it gets in
q_HRFAQ	1	Whats left in my PTO account
q_HRFAQ	1	May I see some identification sir
q_HRFAQ	1	I didnt realize that it was so late
q_HRFAQ	1	What is travel air-fare policy for deputed employee
q_HRFAQ	1	change hard line manager
q_HRFAQ	1	I 'm gaining weight
q_HRFAQ	1	My honor
q_HRFAQ	1	How much PTO is left on my account
q_HRFAQ	1	Can you tell me how many teaspoons make up a tablespoon
q_HRFAQ	1	Who is the prime minister of Australia
q_HRFAQ	1	i think the internet is dead
q_HRFAQ	1	can i ask a question about the policy i have
q_HRFAQ	1	are you able to tell me whats going on with my current ticket
q_HRFAQ	1	it really was
q_HRFAQ	1	820
q_HRFAQ	1	What was the backup singing group for Roy Rogers
q_HRFAQ	1	do you have any advice on how to create a password
q_HRFAQ	1	It started yesterday
q_HRFAQ	1	NTT in the News
q_HRFAQ	1	It's a lot nicer, and I really like it better
q_HRFAQ	1	I am unsatisified with my salary
q_HRFAQ	1	Sure, what kind do you like
q_HRFAQ	1	I have moved and need to reflect that move on the personal section of my online profile
q_HRFAQ	1	Trainees are eligible for Payment of Bonus Act (POBA)
q_HRFAQ	1	just checked navigator but my contact info isnt right, who do i need to contact or reach out to in order to get that info corrected
q_HRFAQ	1	Please repeat that
q_HRFAQ	1	Can you fill me in on the T&E policy details
q_HRFAQ	1	What body of water does the Yukon River empty into
q_HRFAQ	1	Who founded the Unification Church
q_HRFAQ	1	Click on whichever option you want, and you're done
q_HRFAQ	1	I only had nine little problems here
q_HRFAQ	1	I'd rather not find the quote ID
q_HRFAQ	1	Just sign here, please
q_HRFAQ	1	I follow that
q_HRFAQ	1	What are some of Australia's native flora
q_HRFAQ	1	i have an employee who is dead, what should i do
q_HRFAQ	1	Don't show me my policy status ever again or ask me about it
q_HRFAQ	1	Please let me know the procedure to update address.
q_HRFAQ	1	I have an interview tomorrow, so I hope I can learn everything quickly
q_HRFAQ	1	dunno
q_HRFAQ	1	Me too, but he doesn't seem worthy enough to be in such a position
q_HRFAQ	1	How's everything going
q_HRFAQ	1	I dont need to see my schedule
q_HRFAQ	1	my req number is 19402130, what is the current status
q_HRFAQ	1	How do I contact my dental provider
q_HRFAQ	1	Not to worry
q_HRFAQ	1	thats different for me
q_HRFAQ	1	Does your girlfriend ever make you angry
q_HRFAQ	1	Give me a minute
q_HRFAQ	1	OK then, I will make the arrangements for them to attend
q_HRFAQ	1	Devi, do you have any preference for where you would like to go for dinner for your birthday
q_HRFAQ	1	713-463-8626
q_HRFAQ	1	Run 1234
q_HRFAQ	1	I will apply for the spring semester
q_HRFAQ	1	How much energy is released when oxygen and hydrogen mix
q_HRFAQ	1	It needs to come back by noon of the third day
q_HRFAQ	1	on October 16 - 17
q_HRFAQ	1	Maybe I 'm confusing this place with my last place
q_HRFAQ	1	display my ticket status
q_HRFAQ	1	I pray that he actually makes things better in this country
q_HRFAQ	1	My hard line manager is not currently able to update my employee role within the company, is he doing something wrong
q_HRFAQ	1	I would like to refer someone to work at NTT
q_HRFAQ	1	Who can share the annual CTC Report for team
q_HRFAQ	1	What country has the most time zones, with 11
q_HRFAQ	1	I need some to keep as souvenirs
q_HRFAQ	1	between the afternoon and the evening
q_HRFAQ	1	Ciao
q_HRFAQ	1	The next game I will definitely be there
q_HRFAQ	1	I need a salary hike
q_HRFAQ	1	What country did the Allies invade in World War II's Operation Avalanche
q_HRFAQ	1	just now
q_HRFAQ	1	Potentially need to move a couple of employees under me to a new manager
q_HRFAQ	1	I can't believe Obama is our President
q_HRFAQ	1	Do you win or lose whenever you play
q_HRFAQ	1	I think you are right
q_HRFAQ	1	Mr Wallace this is the Xenon Company calling to speak with you
q_HRFAQ	1	dda number has changed because of my bank
q_HRFAQ	1	She asked me how she could return the favor, so I asked her out
q_HRFAQ	1	i have a new bank account, where should i send the paper
q_HRFAQ	1	How many days personal days do I have available
q_HRFAQ	1	jub title has become something more senior, can we put in this change
q_HRFAQ	1	Missoula
q_HRFAQ	1	there's probably thousands of holes in that theory
q_HRFAQ	1	I 'm so happy that you found what you wanted
q_HRFAQ	1	If my manager didn't approve my Replicon for some reason "she is out of office or sick", will I still receive my payroll for the month
q_HRFAQ	1	Give me the details on tobacco usage in regards to benefits
q_HRFAQ	1	Can you please guide me through the steps
q_HRFAQ	1	Now, is a queen-size bed okay
q_HRFAQ	1	I can remember that
q_HRFAQ	1	Is this table okay
q_HRFAQ	1	What about all wheel drive
q_HRFAQ	1	change my phone number in company records
q_HRFAQ	1	Sir, the computers are free to guests, but you do have to pay a nominal printing fee
q_HRFAQ	1	To clarify it for you, with a PPO you pay more but you get to choose your own doctor
q_HRFAQ	1	What is a fear of slime
q_HRFAQ	1	What is is the criteria for salary progression - promotion/increment
q_HRFAQ	1	What's the most popular four-player game of all time
q_HRFAQ	1	i want to change my pants
q_HRFAQ	1	Id rather have a small wedding
q_HRFAQ	1	What are pre-existing diseases Are they covered in the policy
q_HRFAQ	1	Which one should we have
q_HRFAQ	1	Instruction on Certificate of Employment request
q_HRFAQ	1	I need to send in a copy of my daughters report card I know I simply need to upload a copy to you but I dont know how to upload it to my account
q_HRFAQ	1	Im not ever going to leave
q_HRFAQ	1	Hey, did you hear about a car crash on a street close to where I 'm living at
q_HRFAQ	1	You need to tell me how extra payouts occur
q_HRFAQ	1	I disagree with them
q_HRFAQ	1	Can you tell me how many feet long is a baseball pitcher's rubber
q_HRFAQ	1	The paper quality of the business card i received is of poor quality.
q_HRFAQ	1	Fine well the job search tools are all here for you to use
q_HRFAQ	1	As a guest, sir, you pay nothing
q_HRFAQ	1	What holidays are celebrated in Ireland
q_HRFAQ	1	my surname isn't correct, where do i go to get it corrected
q_HRFAQ	1	What's the most popular form of bridge
q_HRFAQ	1	To be honest, i really don't know
q_HRFAQ	1	theres nothing else to it
q_HRFAQ	1	What is the of days of paid time off I have left
q_HRFAQ	1	First, you need to make some white rice
q_HRFAQ	1	Details regaridng how many different meals and uber trips i can expense on work trips
q_HRFAQ	1	Gatorade has a lot of sugar
q_HRFAQ	1	A large amount of available cash would be a good sign
q_HRFAQ	1	No I didnt because it was pretty hard
q_HRFAQ	1	How fast is a 45Mhz processor
q_HRFAQ	1	Did you use a textured paint
q_HRFAQ	1	I joined NTT DTA 15th of this month, will I get my salary as per payroll calendar
q_HRFAQ	1	Does she keep you awake
q_HRFAQ	1	What is the per-capita income of Colombia, South America,
q_HRFAQ	1	I know and I will not be paying the 25$ late fee
q_HRFAQ	1	Hi I am supposed to update my contact details in NTT DATA records. Please help me doing it
q_HRFAQ	1	Name a product that controls the ripening of apples
q_HRFAQ	1	What was the 24-disc John Gabel Entertainer the first example of, in 1960
q_HRFAQ	1	A couple of months ago
q_HRFAQ	1	It's on the west side of the campus
q_HRFAQ	1	do i have to call someone to be able to find out what my host name is
q_HRFAQ	1	Outlets usually give you great deals
q_HRFAQ	1	And have you decided what to order yet
q_HRFAQ	1	How many people did the United Nations commit to help restore order and distribute humanitarian relief in Somalia in September 1992
q_HRFAQ	1	Let's go look at another house
q_HRFAQ	1	Hey I have to make changes to my name you help me in updating my name in records
q_HRFAQ	1	You're on
q_HRFAQ	1	Auf Wiedersehen
q_HRFAQ	1	I can track your plane online
q_HRFAQ	1	I don't want to upload a document
q_HRFAQ	1	New position needs to be filled asap, how do i submit an RR
q_HRFAQ	1	point value for star awards
q_HRFAQ	1	That's sad, but have you gone to the movies recently
q_HRFAQ	1	Now that I have an idea of what you want I can begin my search
q_HRFAQ	1	Sir, I 'm going to put you through to 911
q_HRFAQ	1	I didn't want to, so I didn't
q_HRFAQ	1	Old movies are the best
q_HRFAQ	1	And that's not going to change anytime soon
q_HRFAQ	1	Want to get a letter of validation from HR
q_HRFAQ	1	I don't want that
q_HRFAQ	1	That's what I 'm here for
q_HRFAQ	1	I would like to know the NTT DATA Referral Policy
q_HRFAQ	1	Manual st
q_HRFAQ	1	Say, are we going to roast some marshmallows today
q_HRFAQ	1	i want to change my vehicle
q_HRFAQ	1	do you mind if I ask what it's worth down there
q_HRFAQ	1	86154
q_HRFAQ	1	Are you able to help me fix my work schedule, it's not working properly and i can't enter my time into it
q_HRFAQ	1	what do you mean by assetid
q_HRFAQ	1	Other premiums paid out by NTT at various points in the year for achievement
q_HRFAQ	1	I 'm happy that you find this apartment so appealing
q_HRFAQ	1	can you just grab my service tag, where do i even find that
q_HRFAQ	1	how can i get my tag id
q_HRFAQ	1	what is the pay calendar
q_HRFAQ	1	how doees NTT handle cost of living adjustments
q_HRFAQ	1	There's something about my policy I'm confused about
q_HRFAQ	1	How can I ask for an employee declaration
q_HRFAQ	1	I guess now Ive been out for
q_HRFAQ	1	I don't want to my payment options are fine dude
q_HRFAQ	1	Could you repeat that
q_HRFAQ	1	Update my zip code on the website
q_HRFAQ	1	I didn't receive my Overtime.
q_HRFAQ	1	I would like to find out the amount of days I can take off with pay
q_HRFAQ	1	Funeral leaves policy
q_HRFAQ	1	When I click on time type, I do not see the one I need to select. For example: I cannot select vacation
q_HRFAQ	1	Id rather not pay but I have to
q_HRFAQ	1	My mattress was supposed to be delivered today
q_HRFAQ	1	Not really
q_HRFAQ	1	Okay I want you to put the sofa in the living room
q_HRFAQ	1	I want to know how can I change my status in work from home employee
q_HRFAQ	1	i dont want to see anything about my payments changed
q_HRFAQ	1	There are a few spots back there for visitors
q_HRFAQ	1	Oh, she is very nice
q_HRFAQ	1	Soda isn't the best thing to drink when you're thirsty
q_HRFAQ	1	Professor, I 'm concerned about my grades
q_HRFAQ	1	Please share work from home policy with me
q_HRFAQ	1	I guess that covers it
q_HRFAQ	1	What British TV series featured Emma Peel
q_HRFAQ	1	Now when can I use the stations
q_HRFAQ	1	How to update my new contact number in profile section of navigator. Will it be changed everywhere
q_HRFAQ	1	what is the process to claim PF for death employee
q_HRFAQ	1	Did they have Thing
q_HRFAQ	1	Now that i am completely onboarded, i want to replace my contact email from my personal email to my NTT email, can you help me with this
q_HRFAQ	1	who is my HR BP
q_HRFAQ	1	can i stay at an airBNB when i take my work trip next week to a client site
q_HRFAQ	1	Just give me your name his name and when he will be coming by
q_HRFAQ	1	Would that be possible
q_HRFAQ	1	can i get money if i bring in new people
q_HRFAQ	1	I can't figure out how to turn them on
q_HRFAQ	1	Having a regular study routine and following it is very important, right
q_HRFAQ	1	Hi can you please unlock my nt id
q_HRFAQ	1	My name has changed. How can I update it in records.
q_HRFAQ	1	procedure in the case of a death of an employee
q_HRFAQ	1	How does hair curl
q_HRFAQ	1	How goes it
q_HRFAQ	1	What do Japanese school uniforms look like
q_HRFAQ	1	I am missing overtime from my last paycheck.
q_HRFAQ	1	What is a synonym for aspartame
q_HRFAQ	1	I think that gathering that information will be helpful to me
q_HRFAQ	1	What does BMW stand for
q_HRFAQ	1	I 'm in a ranch
q_HRFAQ	1	I am travelling to Singapore this week. How much per Diem will I get
q_HRFAQ	1	I will I cant wait to see who wins tonight
q_HRFAQ	1	Oh yes Ive heard of that one
q_HRFAQ	1	Can you please tell me how many miles of corridors are in The Pentagon
q_HRFAQ	1	employee title update
q_HRFAQ	1	She knows that I love her
q_HRFAQ	1	Is 730 cool with you
q_HRFAQ	1	Okay, a taxi will arrive in seconds, sir
q_HRFAQ	1	Absolutely
q_HRFAQ	1	What is the expense limit for new york
q_HRFAQ	1	ESL means English as a Second Language
q_HRFAQ	1	i went on a trip around the world
q_HRFAQ	1	There's a big red circle around the late fee
q_HRFAQ	1	How can I withdraw money from my savings fund account
q_HRFAQ	1	Can you tell me how will I get the overtime for the month of September
q_HRFAQ	1	how do I claim relocation amount
q_HRFAQ	1	They added phony charges to our bill
q_HRFAQ	1	Maybe he ll send us our waiter immediately
q_HRFAQ	1	Itll just cost you extra
q_HRFAQ	1	How many vacation days do I have remaining
q_HRFAQ	1	The late fee is circled in red ink
q_HRFAQ	1	I kind of feel the same way but they may have just been really shortstaffed tonight
q_HRFAQ	1	offboarding information
q_HRFAQ	1	Have nt I asked you to call if you re going to be home late
q_HRFAQ	1	I went with the Automobile Club
q_HRFAQ	1	Would you mind telling me how long was the longest hiccup attack
q_HRFAQ	1	I told her I would nt trade her for any other woman in the world
q_HRFAQ	1	How is Paraguay for vacations
q_HRFAQ	1	thats why I use it now
q_HRFAQ	1	There is a new hire manager that has no direct reports currently but he is going to be leading some members of my team, i need to move those employees
q_HRFAQ	1	Just drop me an e-mail with the time you 've picked
q_HRFAQ	1	what is the timeline to process the FST for a death employee
q_HRFAQ	1	Who are considered as tobacco users
q_HRFAQ	1	The fee is 25 cents every day
q_HRFAQ	1	But I dont have cable
q_HRFAQ	1	Medium should be fine
q_HRFAQ	1	I can only find PO boxes for the address. So I just put my Auto Financial company name and put n/a on the address field
q_HRFAQ	1	How to update my new contact number
q_HRFAQ	1	Is this where I can get a library card issued to me
q_HRFAQ	1	Travel and Expense policy info
q_HRFAQ	1	Her mom is a great cook
q_HRFAQ	1	What exactly is wrong with it
q_HRFAQ	1	Dont get mad at me please
q_HRFAQ	1	I hate looking for an apartment
q_HRFAQ	1	There's an awful lot of negative news
q_HRFAQ	1	Closed
q_HRFAQ	1	Though I know not what you are
q_HRFAQ	1	How much paid or unpaid time off do i have remaining currently
q_HRFAQ	1	What is my balance for paid time off
q_HRFAQ	1	what is a tobacco user
